Symbol|Name|LastSale|MarketCap|IPOyear|Sector|industry|Summary Quote
INNL|Innocoll AG|14.04|$280.65M|2014|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/innl
INOD|Innodata Inc.|2.59|$65.62M|1993|Technology|EDP Services|http://www.nasdaq.com/symbol/inod
IPHS|Innophos Holdings, Inc.|51.61|$1.01B|2006|Consumer Durables|Specialty Chemicals|http://www.nasdaq.com/symbol/iphs
IOSP|Innospec Inc.|44.76|$1.08B|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/iosp
ISSC|Innovative Solutions and Support, Inc.|3.05|$51.51M|2000|Technology|EDP Services|http://www.nasdaq.com/symbol/issc
IHT|InnSuites Hospitality Trust|2.36|$19.54M|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/iht
INGN|Inogen, Inc|43.25|$833.97M|2014|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/ingn
ITEK|Inotek Pharmaceuticals Corporation|13.21|$215.68M|2015|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/itek
INOV|Inovalon Holdings, Inc.|21.92|$557.57M|2015|Technology|EDP Services|http://www.nasdaq.com/symbol/inov
INO|Inovio Pharmaceuticals, Inc.|8.19|$588.12M|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/ino
IPHI|Inphi Corporation|23.04|$892.88M|2010|Technology|Semiconductors|http://www.nasdaq.com/symbol/iphi
NSIT|Insight Enterprises, Inc.|27.06|$1B|1995|Consumer Services|Catalog/Specialty Distribution|http://www.nasdaq.com/symbol/nsit
ISIG|Insignia Systems, Inc.|2.62|$32.03M|1991|Consumer Services|Advertising|http://www.nasdaq.com/symbol/isig
INSM|Insmed, Inc.|26.94|$1.66B|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/insm
NSP|Insperity, Inc.|49.27|$1.22B|n/a|Technology|Professional Services|http://www.nasdaq.com/symbol/nsp
NSPR|InspireMD, Inc.|0.2109|$16.42M|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/nspr
IBP|Installed Building Products, Inc.|28.56|$895.46M|2014|Basic Industries|Homebuilding|http://www.nasdaq.com/symbol/ibp
IIIN|Insteel Industries, Inc.|17.67|$325.82M|n/a|Capital Goods|Steel/Iron Ore|http://www.nasdaq.com/symbol/iiin
IFMI|Institutional Financial Markets, Inc.|1.242|$19.11M|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/ifmi
PODD|Insulet Corporation|33.24|$1.89B|2007|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/podd
INSY|Insys Therapeutics, Inc.|39.06|$5.58B|2013|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/insy
NTEC|Intec Pharma Ltd.|6.08|$34.1M|2015|n/a|n/a|http://www.nasdaq.com/symbol/ntec
IART|Integra LifeSciences Holdings Corporation|61.93|$2.05B|n/a|Capital Goods|Biotechnology: Laboratory Analytical Instruments|http://www.nasdaq.com/symbol/iart
IDTI|Integrated Device Technology, Inc.|20.67|$3.06B|1984|Technology|Semiconductors|http://www.nasdaq.com/symbol/idti
IESC|Integrated Electrical Services, Inc.|7.37|$158.31M|n/a|Capital Goods|Engineering & Construction|http://www.nasdaq.com/symbol/iesc
ISSI|Integrated Silicon Solution, Inc.|21.76|$702.04M|1995|Technology|Semiconductors|http://www.nasdaq.com/symbol/issi
IEH|Integrys Energy Group|27.6|n/a|2013|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/ieh
INTC|Intel Corporation|29.64|$140.91B|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/intc
IQNT|Inteliquent, Inc.|18.07|$607.05M|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/iqnt
IDN|Intellicheck Mobilisa, Inc.|1.15|$11.31M|1999|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/idn
INS|Intelligent Systems Corporation|2.8|$25.08M|1992|Capital Goods|Metal Fabrications|http://www.nasdaq.com/symbol/ins
IPCI|Intellipharmaceutics International Inc.|2.21|$52.79M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/ipci
I|Intelsat S.A.|10.06|$1.08B|2013|Consumer Services|Telecommunications Equipment|http://www.nasdaq.com/symbol/i
I^A|Intelsat S.A.|28.84|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/i^a
IPAR|Inter Parfums, Inc.|28.18|$873.72M|n/a|Consumer Non-Durables|Package Goods/Cosmetics|http://www.nasdaq.com/symbol/ipar
IBKR|Interactive Brokers Group, Inc.|43|$2.59B|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/ibkr
ININ|Interactive Intelligence Group, Inc.|40.45|$871.55M|1999|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/inin
ICPT|Intercept Pharmaceuticals, Inc.|242.54|$5.84B|2012|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/icpt
ICLD|InterCloud Systems, Inc|2.1|$48.73M|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/icld
ICLDW|InterCloud Systems, Inc|1.01|n/a|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/icldw
ICE|Intercontinental Exchange Inc.|240.41|$26.56B|2005|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/ice
IHG|Intercontinental Hotels Group|40.51|$9.57B|n/a|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/ihg
IDCC|InterDigital, Inc.|50.81|$1.82B|n/a|Miscellaneous|Multi-Sector Companies|http://www.nasdaq.com/symbol/idcc
TILE|Interface, Inc.|25.95|$1.71B|n/a|Consumer Durables|Home Furnishings|http://www.nasdaq.com/symbol/tile
IMI|Intermolecular, Inc.|2.11|$102.89M|2011|Technology|Semiconductors|http://www.nasdaq.com/symbol/imi
INAP|Internap Corporation|8.78|$481.22M|1999|Technology|Computer Software: Programming, Data Processing|http://www.nasdaq.com/symbol/inap
IFF|Internationa Flavors & Fragrances, Inc.|118.81|$9.61B|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/iff
IBOC|International Bancshares Corporation|27.69|$1.84B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/iboc
IBM|International Business Machines Corporation|156.75|$153.54B|n/a|Technology|Computer Manufacturing|http://www.nasdaq.com/symbol/ibm
IGT|International Game Technology|18.98|$3.28B|2015|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/igt
IP|International Paper Company|47.99|$20.05B|n/a|Basic Industries|Paper|http://www.nasdaq.com/symbol/ip
ISH|International Shipholding Corporation|5.53|$40.55M|n/a|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/ish
ISH^A|International Shipholding Corporation|94.0001|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ish^a
ISH^B|International Shipholding Corporation|91|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ish^b
ISCA|International Speedway Corporation|33.4|$1.56B|1996|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/isca
THM|International Tower Hill Mines Ltd|0.2655|$30.88M|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/thm
IGLD|Internet Gold Golden Lines Ltd.|7.1499|$137.3M|1999|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/igld
IIJI|Internet Initiative Japan, Inc.|9.8208|$917.28M|n/a|Technology|Computer Software: Programming, Data Processing|http://www.nasdaq.com/symbol/iiji
PTNT|Internet Patents Corporation|3|$30.22M|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/ptnt
IOC|InterOil Corporation|44.81|$2.22B|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/ioc
INPH|Interphase Corporation|0.35|$2.94M|1984|Technology|Computer Communications Equipment|http://www.nasdaq.com/symbol/inph
IPG|Interpublic Group of Companies, Inc. (The)|21.16|$8.68B|n/a|Technology|Advertising|http://www.nasdaq.com/symbol/ipg
XENT|Intersect ENT, Inc.|27.63|$767.63M|2014|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/xent
INTX|Intersections, Inc.|2.14|$42.84M|2004|Technology|EDP Services|http://www.nasdaq.com/symbol/intx
ISIL|Intersil Corporation|11.39|$1.5B|2000|Technology|Semiconductors|http://www.nasdaq.com/symbol/isil
IPL^D|Interstate Power and Light Company|25.11|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ipl^d
IILG|Interval Leisure Group, Inc.|21.43|$1.23B|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/iilg
INXN|InterXion Holding N.V.|28.92|$2.01B|2011|Technology|Computer Software: Programming, Data Processing|http://www.nasdaq.com/symbol/inxn
INTT|inTest Corporation|4.02|$42.46M|1997|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/intt
IVAC|Intevac, Inc.|5.45|$120.64M|1995|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/ivac
INTL|INTL FCStone Inc.|28.78|$547.41M|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/intl
INTLL|INTL FCStone Inc.|25.85|n/a|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/intll
ITCI|Intra-Cellular Therapies Inc.|30.6|$1.07B|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/itci
IL|IntraLinks Holdings, Inc.|12|$694.66M|2010|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/il
SNOW|Intrawest Resorts Holdings, Inc.|9.49|$428.94M|2014|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/snow
IPI|Intrepid Potash, Inc|8.48|$645.92M|2008|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|http://www.nasdaq.com/symbol/ipi
XON|Intrexon Corporation|57.68|$6.3B|2013|Health Care|Biotechnology: Commercial Physical & Biological Resarch|http://www.nasdaq.com/symbol/xon
IIN|IntriCon Corporation|6.13|$35.89M|n/a|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/iin
INTU|Intuit Inc.|104.99|$28.94B|1993|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/intu
ISRG|Intuitive Surgical, Inc.|532.26|$19.7B|2000|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/isrg
INUV|Inuvo, Inc|2.69|$65.29M|n/a|Consumer Services|Advertising|http://www.nasdaq.com/symbol/inuv
IVC|Invacare Corporation|17.18|$540.09M|n/a|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/ivc
INVN|InvenSense, Inc.|11.34|$1.04B|2011|Technology|Semiconductors|http://www.nasdaq.com/symbol/invn
INVT|Inventergy Global, Inc.|0.3342|$12.2M|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/invt
SNAK|Inventure Foods, Inc.|8.73|$170.96M|1996|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/snak
VKI|Invesco Advantage Municipal Income Trust II|11.08|$491.74M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vki
VBF|Invesco Bond Fund|17.42|$198.19M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vbf
VCV|Invesco California Value Municipal Income Trust|12.51|$598.69M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vcv
VTA|Invesco Credit Opportunities Fund|11.43|$846.9M|2007|n/a|n/a|http://www.nasdaq.com/symbol/vta
VLT|Invesco High Income Trust II|13.93|$113.09M|1989|n/a|n/a|http://www.nasdaq.com/symbol/vlt
IVR|INVESCO MORTGAGE CAPITAL INC|13.83|$1.7B|2009|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/ivr
IVR^B|INVESCO MORTGAGE CAPITAL INC|23.8543|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ivr^b
IVR^A|Invesco Mortgage Capital Inc.|24.89|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ivr^a
OIA|Invesco Municipal Income Opportunities Trust|6.76|$320.6M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/oia
VMO|Invesco Municipal Opportunity Trust|12.55|$845.78M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vmo
VKQ|Invesco Municipal Trust|12.23|$676.57M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vkq
VPV|Invesco Pennsylvania Value Municipal Income Trust|12.17|$290.01M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vpv
IVZ|Invesco Plc|38.87|$16.66B|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/ivz
IQI|Invesco Quality Municipal Income Trust|11.96|$632.49M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/iqi
VVR|Invesco Senior Income Trust|4.4|$792.16M|1998|n/a|n/a|http://www.nasdaq.com/symbol/vvr
VTN|Invesco Trust  for Investment Grade New York Municipal|13.47|$262.12M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vtn
VGM|Invesco Trust for Investment Grade Municipals|12.76|$691.91M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/vgm
IIM|Invesco Value Municipal Income Trust|15.07|$708.71M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/iim
ISTR|Investar Holding Corporation|15.94|$116.26M|2014|Finance|Major Banks|http://www.nasdaq.com/symbol/istr
ITG|Investment Technology Group, Inc.|17.74|$607.21M|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/itg
ISBC|Investors Bancorp, Inc.|12.31|$4.29B|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/isbc
IRET|Investors Real Estate Trust|7.02|$881.15M|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/iret
IRET^|Investors Real Estate Trust|25.71|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/iret^
IRET^B|Investors Real Estate Trust|25.57|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/iret^b
ITIC|Investors Title Company|70.01|$140.57M|n/a|Finance|Specialty Insurers|http://www.nasdaq.com/symbol/itic
NVTA|Invitae Corporation|9.45|$300.69M|2015|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/nvta
NVIV|InVivo Therapeutics Holdings Corp.|12.54|$338.63M|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/nviv
IVTY|Invuity, Inc.|11.78|$149.62M|2015|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/ivty
IO|Ion Geophysical Corporation|0.6301|$103.78M|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/io
IPAS|iPass Inc.|1.0101|$66.22M|2003|Technology|EDP Services|http://www.nasdaq.com/symbol/ipas
DTUL|Ipath US Treasury 2 Yr Bull ETN|64|$4.58M|n/a|Finance|Commercial Banks|http://www.nasdaq.com/symbol/dtul
DFVL|Ipath US Treasury 5 Year Bull E|64.2|$1.93M|n/a|Finance|Commercial Banks|http://www.nasdaq.com/symbol/dfvl
IPCM|IPC Healthcare, Inc.|79.35|$1.38B|2008|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/ipcm
IPGP|IPG Photonics Corporation|95.02|$5.01B|2006|Technology|Semiconductors|http://www.nasdaq.com/symbol/ipgp
IRMD|iRadimed Corporation|26.27|$288.27M|2014|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/irmd
IRIX|IRIDEX Corporation|6.76|$67.8M|1996|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|http://www.nasdaq.com/symbol/irix
IRDM|Iridium Communications Inc|6.95|$659.21M|n/a|Consumer Durables|Telecommunications Equipment|http://www.nasdaq.com/symbol/irdm
IRDMB|Iridium Communications Inc|271.7|$135.85M|n/a|Consumer Durables|Telecommunications Equipment|http://www.nasdaq.com/symbol/irdmb
IRBT|iRobot Corporation|30.34|$906.05M|2005|Consumer Durables|Consumer Electronics/Appliances|http://www.nasdaq.com/symbol/irbt
IRM|Iron Mountain Incorporated|29.07|$6.13B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/irm
IRWD|Ironwood Pharmaceuticals, Inc.|11.2|$1.59B|2010|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/irwd
IRS|IRSA Inversiones Y Representaciones S.A.|17.91|$1.04B|n/a|Consumer Services|Homebuilding|http://www.nasdaq.com/symbol/irs
IRCP|IRSA Propiedades Comerciales S.A.|33.13|$1.04B|n/a|Consumer Services|Building operators|http://www.nasdaq.com/symbol/ircp
COMT|iShares Commodities Select Strategy ETF|34.87|$278.96M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/comt
GNMA|iShares Core GNMA Bond ETF|50.1068|$60.13M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/gnma
FCHI|iShares FTSE China (HK Listed) Index Fund|52.5|$31.5M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/fchi
IFAS|iShares FTSE EPRA/NAREIT Asia Index Fund|29.672|$17.8M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ifas
IFEU|iShares FTSE EPRA/NAREIT Europe Index Fund|39.94|$67.9M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ifeu
IFGL|iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund|30.38|$953.93M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ifgl
IFNA|iShares FTSE EPRA/NAREIT North America Index Fund|55.13|$22.05M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ifna
ACWX|iShares MSCI ACWI ex US Index Fund|44.44|$1.98B|n/a|n/a|n/a|http://www.nasdaq.com/symbol/acwx
ACWI|iShares MSCI ACWI Index Fund|60.22|$6.54B|n/a|n/a|n/a|http://www.nasdaq.com/symbol/acwi
AAXJ|iShares MSCI All Country Asia ex Japan Index Fund|59.15|$3.52B|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aaxj
AXJS|iShares MSCI All Country Asia ex Japan Small Cap Index Fund|55.031|$5.5M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/axjs
AAIT|iShares MSCI All Country Asia Information Technology Index Fun|31.6501|$6.33M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aait
EEMA|iShares MSCI Emerging Markets Asia Index Fund|55.74|$153.29M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/eema
EMDI|iShares MSCI Emerging Markets Consumer Discrectionary Sector I|47.97|$4.8M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/emdi
EEME|iShares MSCI Emerging Markets EMEA Index Fund|40.54|$8.11M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/eeme
EMEY|iShares MSCI Emerging Markets Energy Sector Capped Index Fund|26.57|$1.33M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/emey
EGRW|iShares MSCI Emerging Markets Growth Index Fund|51.65|$5.17M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/egrw
EEML|iShares MSCI Emerging Markets Latin America Index Fund|29.81|$8.94M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/eeml
EVAL|iShares MSCI Emerging Markets Value Index Fund|38.51|$19.26M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/eval
EUFN|iShares MSCI Europe Financials Sector Index Fund|23.69|$440.63M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/eufn
IEUS|iShares MSCI Europe Small-Cap ETF|47.44|$40.32M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ieus
QAT|iShares MSCI Qatar Capped ETF|22.21|$48.86M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/qat
UAE|iShares MSCI UAE Capped ETF|20.52|$33.86M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/uae
IBB|iShares Nasdaq Biotechnology Index Fund|371.42|$9.64B|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ibb
SOXX|iShares PHLX SOX Semiconductor Sector Index Fund|88.45|$389.18M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/soxx
EMIF|iShares S&P Emerging Markets Infrastructure Index Fund|31.37|$61.17M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/emif
ICLN|iShares S&P Global Clean Energy Index Fund|10.5|$79.8M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/icln
WOOD|iShares S&P Global Timber & Forestry Index Fund|51.3401|$280.32M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/wood
INDY|iShares S&P India Nifty 50 Index Fund|30.64|$971.29M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/indy
ISHG|iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun|78.4186|$145.07M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ishg
IGOV|iShares S&P/Citigroup International Treasury Bond Fund|89.515|$452.05M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/igov
ISIS|Isis Pharmaceuticals, Inc.|50.51|$6.06B|1991|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/isis
ISLE|Isle of Capri Casinos, Inc.|19|$771.4M|n/a|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/isle
ISR|IsoRay, Inc.|1.47|$80.71M|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/isr
ICL|Israel Chemicals Shs|6.58|$8.39B|2014|Basic Industries|Agricultural Chemicals|http://www.nasdaq.com/symbol/icl
ISRL|Isramco, Inc.|138|$375.04M|1983|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/isrl
ISDR|Issuer Direct Corporation|6.25|$14.59M|n/a|Miscellaneous|Publishing|http://www.nasdaq.com/symbol/isdr
STAR          |iStar Financial Inc.|12.38|$1.06B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/star          
STAR^D|iStar Financial Inc.|24.87|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/star^d
STAR^E|iStar Financial Inc.|24.6|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/star^e
STAR^F|iStar Financial Inc.|24.55|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/star^f
STAR^G|iStar Financial Inc.|24.52|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/star^g
STAR^I|iStar Financial Inc.|23.9799|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/star^i
ITUB|Itau Unibanco Banco Holding SA|8.26|$451.74M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/itub
ITC|ITC Holdings Corp.|34.15|$5.33B|2005|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/itc
ITI|Iteris, Inc.|1.87|$59.64M|n/a|Consumer Durables|Telecommunications Equipment|http://www.nasdaq.com/symbol/iti
ITRI|Itron, Inc.|33.67|$1.28B|1993|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/itri
ITT|ITT Corporation|39.26|$3.51B|2011|Capital Goods|Fluid Controls|http://www.nasdaq.com/symbol/itt
ESI|ITT Educational Services, Inc.|2.97|$70.03M|n/a|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/esi
ITRN|Ituran Location and Control Ltd.|25.27|$593.22M|2005|Consumer Non-Durables|Electronic Components|http://www.nasdaq.com/symbol/itrn
ITUS|ITUS Corporation|4.44|$38.88M|n/a|Miscellaneous|Multi-Sector Companies|http://www.nasdaq.com/symbol/itus
IVH|Ivy High Income Opportunities Fund|14.24|$235.92M|2013|n/a|n/a|http://www.nasdaq.com/symbol/ivh
XXIA|Ixia|15.6|$1.24B|2000|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/xxia
IXYS|IXYS Corporation|11.44|$365.38M|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/ixys
JJSF|J & J Snack Foods Corp.|118.03|$2.21B|1986|Consumer Non-Durables|Specialty Foods|http://www.nasdaq.com/symbol/jjsf
JPM|J P Morgan Chase & Co|68.89|$254.76B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/jpm
JPM.WS|J P Morgan Chase & Co|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jpm.ws
JPM^A|J P Morgan Chase & Co|24.2924|n/a|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/jpm^a
JPM^B|J P Morgan Chase & Co|26.59|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jpm^b
JPM^D|J P Morgan Chase & Co|24.35|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jpm^d
JPM^E|J P Morgan Chase & Co|25.67|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jpm^e
JPM^F|J P Morgan Chase & Co|25.07|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jpm^f
JPM^G|J P Morgan Chase & Co|24.89|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jpm^g
MAYS|J. W. Mays, Inc.|55|$110.87M|n/a|Consumer Services|Building operators|http://www.nasdaq.com/symbol/mays
JBHT|J.B. Hunt Transport Services, Inc.|80.54|$9.36B|n/a|Transportation|Trucking Freight/Courier Services|http://www.nasdaq.com/symbol/jbht
JCP|J.C. Penney Company, Inc. Holding Company|8.38|$2.56B|n/a|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/jcp
JGW|J.G. Wentworth Company (The)|6.2|$153.28M|2013|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/jgw
SJM|J.M. Smucker Company (The)|110.51|$13.22B|n/a|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/sjm
JCOM|j2 Global, Inc.|75.13|$3.62B|1999|Technology|Telecommunications Equipment|http://www.nasdaq.com/symbol/jcom
JASO|JA Solar Holdings, Co., Ltd.|7.84|$395.61M|2007|Technology|Semiconductors|http://www.nasdaq.com/symbol/jaso
JBL|Jabil Circuit, Inc.|20.15|$3.91B|1993|Technology|Electrical Products|http://www.nasdaq.com/symbol/jbl
JKHY|Jack Henry & Associates, Inc.|71.11|$5.76B|1985|Technology|EDP Services|http://www.nasdaq.com/symbol/jkhy
JACK|Jack In The Box Inc.|88.59|$3.24B|n/a|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/jack
JXSB|Jacksonville Bancorp Inc.|23.98|$42.91M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/jxsb
JAXB|Jacksonville Bancorp, Inc.|13.38|$77.55M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/jaxb
JEC|Jacobs Engineering Group Inc.|44.6|$5.52B|n/a|Basic Industries|Military/Government/Technical|http://www.nasdaq.com/symbol/jec
JAGX|Jaguar Animal Health, Inc.|2.89|$23.47M|2015|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/jagx
JAKK|JAKKS Pacific, Inc.|9.26|$216.73M|1996|Consumer Non-Durables|Recreational Products/Toys|http://www.nasdaq.com/symbol/jakk
JMBA|Jamba, Inc.|13.87|$221.89M|n/a|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/jmba
JHX|James Hardie Industries plc.|68.73|$6.13B|n/a|Capital Goods|Building Materials|http://www.nasdaq.com/symbol/jhx
JRVR|James River Group Holdings, Ltd.|27.76|$792.28M|2014|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/jrvr
JNS|Janus Capital Group, Inc|16.35|$3.05B|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/jns
ERW|Janus Equal Risk Weighted Large Cap ETF|52.66|$28.96M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/erw
